2020-10-30 16:04:34.324 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:34.324 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:34.324 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:34.556 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:34.556 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:34.556 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:34.556 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:35.064 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:35.064 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:35.064 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:35.065 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:39.890 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:39.891 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:39.891 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:39.891 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:4s
2020-10-30 16:04:43.323 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:43.324 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:43.324 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
